prescription,Denomination,simd_deprivation_group,Full Address,Latitude,Longitude,Date First Listed,practice_name,Other,Notes,Citation,-----> Repeated ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elerding, Amelia",M. E. C. S.,Board of Missions,Rio de Janeiro Brazil ,-22.9068467,-43.1728965,1896-1897,F,"1898-1899 (São Paulo, Brazil), 1899-1900 (São Paulo, Brazil), 1900-1901 (São Paulo, Brazil), 1901-1902 (São Paulo, Brazil), 1902-1903 (São Paulo, Brazil), 1905-1906 (""At home""), 1908-1909 (São Paulo, Brazil), 1910-1911 (Sao Paulo, Brazil), 1911-1912 (Sao Paulo, Brazil), 1912-1913 (Mobile, Alabama), 1913-1914 (Mobile, Alabama), 1914-1915 (Sao Paulo, Brazil), 1915-1916 (Sao Paulo, Brazil), 1916-1917 (Sao Paulo, Brazil), 1917-1918 (Sao Paulo, Brazil), 1918-1919 (Sao Paulo, Brazil), 1919-1920 (Sao Paulo, Brazil)",,AR 51 (p. 180),AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),AR 60 (p. 198),AR 63 (p. 218),AR 65 (p. 233),AR 66 (p. 229),AR 67 (p. 263),AR 68 (p. 228),AR 69 (p. 245),AR 70 (p. 245),AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),AR 74 (p. 215),,,,,,,,,,,
"Ross, Lula",M. E. C. S.,Board of Missions,Juiz de Fora Brazil ,-21.7623932,-43.3434669,1896-1897,F,"1898-1899 (Rio de Janeiro, Brazil), 1899-1900 (Rio de Janeiro, Brazil)",,AR 51 (p. 180),AR 53 (p. 182),AR 54 (p. 184),,,,,,,,,,,,,,,,,,,,,,,,,
"Bowman, Willie",M. E. C. S.,Board of Missions,Rio de Janeiro Brazil ,-22.9068467,-43.1728965,1896-1897,F,"1898-1899 (Rio de Janeiro, Brazil), 1899-1900 (Rio de Janeiro, Brazil), 1900-1901 (""At home""), 1901-1902 (Ribeirão Preto, Brazil), 1902-1903 (Ribeirão Preto, Brazil), 1905-1906 (Ribeirão Preto, Brazil)",,AR 51 (p. 180),AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),AR 60 (p. 198),,,,,,,,,,,,,,,,,,,,,,
"Perkinson, Eliza",M. E. C. S.,Board of Missions,Juiz de Fora Brazil ,-21.7623932,-43.3434669,1896-1897,F,"1898-1899 (Juiz de Fora, Brazil), 1899-1900 (Juiz de Fora, Brazil), 1900-1901 (""At home""), 1901-1902 (Petropolis, Brazil), 1902-1903 (Petropolis, Brazil), 1905-1906 (Petropolis, Brazil), 1908-1909 (Petropolis, Brazil), 1909-1910 (Petropolis, Brazil), 1910-1911 (Petropolis, Brazil ""at home""), 1911-1912 (Petropolis, Brazil), 1912-1913 (Petropolis, Brazil), 1913-1914 (Petropolis, Brazil), 1914-1915 (Petropolis, Brazil), 1915-1916 (Petropolis, Brazil), 1916-1917 (Petropolis, Brazil), 1917-1918 (Petropolis, Brazil), 1918-1919 (Paula, Kansas )",,AR 51 (p. 180),AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),AR 60 (p. 198),AR 63 (p. 218),AR 64 (p. 263),AR 65 (p. 233),AR 66 (p. 230),AR 67 (p. 263),AR 68 (p. 229),AR 69 (p. 245),AR 70 (p. 245),AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),,,,,,,,,,,
"Umberger, May",M. E. C. S.,Board of Missions,Petropolis Brazil ,-22.5120883,-43.1795083,1896-1897,F,"1898-1899 (Petropolis, Brazil), 1899-1900 (Petropolis, Brazil), 1900-1901 (Petropolis, Brazil)",,AR 51 (p. 180),AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),,,,,,,,,,,,,,,,,,,,,,,,
"Shaffer, Ida",M. E. C. S.,Board of Missions,Petropolis Brazil ,-22.5120883,-43.1795083,1896-1897,F,"1898-1899 (Juiz de Fora, Brazil), 1899-1900 (Juiz de Fora, Brazil), 1900-1901 (Juiz de Fora, Brazil), 1901-1902 (Juiz de Fora, Brazil), 1902-1903 (""At home""), 1905-1906 (Juiz de Fora, Brazil), 1908-1909 (Juiz de Fora, Brazil), 1909-1910 (Juiz de Fora, Brazil), 1910-1911 (Juiz de Fora, Brazil), 1911-1912 (Juiz de Fora, Brazil), 1912-1913 (Juiz de Fora, Brazil), 1913-1914 (Trinidad, Colorado), 1914-1915 (Trinidad, Colorado ""At home on furlough""), 1915-1916 (Trinidad, Colorado ""At home on furlough""), 1916-1917 (Brazil Mission """"Scarritt Bible and Training School""), 1917-1918 (Brazil Mission, ""At home on furlough"", ""Scarritt Bible and Training School""), 1918-1919 (Brazil Mission ""Scarritt Bible and Training School"")",,AR 51 (p. 180),AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),AR 60 (p. 198),AR 63 (p. 218),AR 64 (p. 263),AR 65 (p. 234),AR 66 (p. 230),AR 67 (p. 263),AR 68 (p. 229),AR 69 (p. 245),AR 70 (p. 245),AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),,,,,,,,,,,
"Stradley, Lily A.",M. E. C. S.,Board of Missions,Petropolis Brazil ,-22.5120883,-43.1795083,1896-1897,F,"1898-1899 (Petropolis, Brazil), 1899-1900 (Petropolis, Brazil), 1900-1901 (Piracicaba, State of São Paulo, Brazil), 1901-1902 (Piracicaba, State of São Paulo, Brazil), 1902-1903 (""At home""), 1905-1906 (Piracicaba, Brazil), 1908-1909 (Piracicaba, Brazil), 1909-1910 (Piracicaba, Brazil), 1910-1911 (Piracicaba, Brazil), 1911-1912 (Piracicaba, Brazil), 1912-1913 (Piracicaba, Brazil), 1913-1914 (Sweetwater, Tennessee), 1914-1915 (Piracicaba, Brazil), 1915-1916 (Piracicaba, Brazil), 1916-1917 (Piracicaba, Brazil), 1917-1918 (Piracicaba, Brazil), 1918-1919 (Piracicaba, Brazil)",,AR 51 (p. 180),AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),AR 60 (p. 198),AR 63 (p. 218),AR 64 (p. 263),AR 65 (p. 234),AR 66 (p. 230),AR 67 (p. 263),AR 68 (p. 229),AR 69 (p. 245),AR 70 (p. 245),AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),,,,,,,,,,,
"Cline, J.W.",M. E. C. S.,Board of Missions,Shanghai China ,31.230416,121.473701,1897-1898,M,"1898-1899 (Shanghai, China), 1899-1900 (Soochow, China), 1900-1901 (Shanghai, China), 1901-1902 (Shanghai, China), 1902-1903 (Shanghai, China), 1903-1904 (Nashville, Tennessee), 1905-1906 (Shanghai, China), 1906-1907 (Shanghai, China), 1908-1909 (Shanghai, China), 1909-1910 (Shanghai, China), 1910-1911 (Soochow, China), 1911-1912 (Soochow, China), 1912-1913 (Soochow, China), 1913-1914 (Soochow, China), 1914-1915 (Soochow, China), 1915-1916 (Soochow, China)",,AR 52 (p. 240),AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 180),AR 60 (p. 193),AR 61 (p. 199),AR 63 (p. 212),AR 64 (p. 260),AR 65 (p. 230),AR 66 (p. 226),AR 67 (p. 259),AR 68 (p. 225),AR 69 (p. 241),AR 70 (p. 241),,,,,,,,,,,
"Thomas, Lizzie O.",M. E. C. S.,Board of Missions,Hiroshima Japan ,34.3852894,132.4553055,1897-1898,F,"1898-1899 (Hiroshima, Japan), 1899-1900 (Hiroshima, Japan), 1900-1901 (Hiroshima, Japan), 1901-1902 (Hiroshima, Japan), 1902-1903 (Tadotsu, Japan)",,AR 52 (p. 240),AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),,,,,,,,,,,,,,,,,,,,,,
"Onderdonk, F.S.",M. E. C. S.,Board of Missions,San Luis Potosi Mexico ,22.1520892,-100.9733024,1897-1898,M,"1898-1899 (San Luis Potosi, Mexico), 1899-1900 (San Luis Potosi, Mexico), 1900-1901 (San Luis Potosi, Mexico), 1901-1902 (City of Mexico, Mexico), 1902-1903 (City of Mexico, Mexico), 1903-1904 (Guadalajara, Mexico), 1905-1906 (Guadalajara, Mexico), 1906-1907 (Guadalajara, Mexico), 1908-1909 (San Luis Potosi, Mexico), 1909-1910 (San Luis Potosi, Mexico), 1910-1911 (San Luis Potosi, Mexico), 1911-1912 (San Luis Potosi, Mexico), 1912-1913 (San Luis Potosi, Mexico), 1913-1914 (Corpus Christi, Texas), 1914-1915 (Corpus Christi, Texas), 1915-1916 (Corpus Christi, Texas)",,AR 52 (p. 240),AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 181),AR 60 (p. 194),AR 61 (p. 199),AR 63 (p. 213),AR 64 (p. 264),AR 65 (p. 234),AR 66 (p. 230),AR 67 (p. 264),AR 68 (p. 229),AR 69 (p. 246),AR 70 (p. 246),,,,,,,,,,,
"Fitzgerald, J.H.",M. E. C. S.,Board of Missions,Durango Mexico ,24.0248409,-104.6608131,1897-1898,M,"1898-1899 (Durango, Mexico), 1899-1900 (Mazatlan, Mexico), 1900-1901 (Mazatlan, Mexico), 1901-1902 (Durango, Mexico), 1902-1903 (Durango, Mexico), 1903-1904 (Torreon, Mexico), 1905-1906 (Chihuahua, Mexico), 1906-1907 (Chihuahua, Mexico), 1908-1909 (Asheville, North Carolina), 1909-1910 (Durango, Mexico), 1910-1911 (Durango, Mexico), 1911-1912 (Durango, Mexico), 1912-1913 (El Paso, Texas), 1913-1914 (El Paso, Texas), 1914-1915 (El Paso, Texas), 1915-1916 (El Paso, Texas)",,AR 52 (p. 240),AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 181),AR 60 (p. 194),AR 61 (p. 199),AR 63 (p. 213),AR 64 (p. 264),AR 65 (p. 234),AR 66 (p. 230),AR 67 (p. 263),AR 68 (p. 229),AR 69 (p. 246),AR 70 (p. 246),,,,,,,,,,,
"Reynolds, Lawrence",M. E. C. S.,Board of Missions,"Nogales, Arizona U.S.A. ",31.3403775,-110.9342532,1897-1898,M,"1898-1899 (Nogales, Arizona), 1899-1900 (Nogales, Arizona), 1900-1901 (Nogales, Arizona), 1901-1902 (Phoenix, Arizona), 1902-1903 (Phoenix, Arizona), 1903-1904 (El Paso, Texas), 1905-1906 (San Luis Potosi, Mexico), 1906-1907 (San Luis Potosi, Mexico), 1908-1909 (Cuernavaca, Mexico), 1909-1910 (Guadalajara, Mexico), 1910-1911 (Guadalajara, Mexico), 1911-1912 (Guadalajara, Mexico), 1912-1913 (Osgood, Indiana), 1913-1914 (Corpus Christi, Texas), 1914-1915 (El Paso, Texas), 1915-1916 (El Paso, Texas)",,AR 52 (p. 240),AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 181),AR 60 (p. 194),AR 61 (p. 199),AR 63 (p. 213),AR 64 (p. 264),AR 65 (p. 234),AR 66 (p. 231),AR 67 (p. 264),AR 68 (p. 229),AR 69 (p. 246),AR 70 (p. 246),,,,,,,,,,,
"Hardie, R.A.",M. E. C. S.,Board of Missions,Seoul Korea ,37.5518911,126.9917937,1897-1898,M,"1898-1899 (Seoul, Korea), 1899-1900 (Seoul, Korea), 1900-1901 (Wonsan, Korea), 1901-1902 (Wonsan, Korea), 1902-1903 (Wonsan, Korea), 1903-1904 (Wonsan, Korea), 1905-1906 (Wonsan, Korea), 1906-1907 (Wonsan, Korea), 1908-1909 (Wonsan, Korea), 1909-1910 (Seoul, Korea), 1910-1911 (Millersburg, Kentucky), 1911-1912 (Seoul, Korea), 1912-1913 (Seoul, Korea), 1913-1914 (Seoul, Korea), 1914-1915 (Seoul, Korea), 1915-1916 (Seoul, Korea), 1916-1917 (Seoul, Korea)",,AR 52 (p. 240),AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 180),AR 60 (p. 193),AR 63 (p. 212),AR 64 (p. 261),AR 65 (p. 231),AR 66 (p. 227),AR 67 (p. 260),AR 68 (p. 227),AR 69 (p. 243),AR 70 (p. 243),AR 71 (p. 211),,,,,,,,,,,
"Lanius, Anna B.",M. E. C. S.,Board of Missions,Hiroshima Japan ,34.3852894,132.4553055,1898-1899,F,"1899-1900 (Hiroshima, Japan), 1900-1901 (Hiroshima, Japan), 1901-1902 (Hiroshima, Japan), 1902-1903 (Hiroshima, Japan), 1903-1904 (Palmyra, Missouri), 1905-1906 (Hiroshima, Japan), 1906-1907 (Hiroshima, Japan), 1908-1909 (Hiroshima, Japan)",,AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 180),AR 60 (p. 193),AR 61 (p. 199),AR 63 (p. 212),,,,,,,,,,,,,,,,,,,
"Marsh, B.G.",M. E. C. S.,Board of Missions,Monterey Mexico ,25.6866142,-100.3161126,1898-1899,M,"1899-1900 (Monterey, Mexico), 1900-1901 (Monterey, Mexico), 1900-1901 (Monterey, Mexico), 1901-1902 (Monterey, Mexico)",,AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),,,,,,,,,,,,,,,,,,,,,,,,
"Gray, H.L.",M. E. C. S.,Board of Missions,"Nogales, Arizona U.S.A. ",31.3403775,-110.9342532,1898-1899,M,"1899-1900 (San Luis Potosi, Mexico), 1900-1901 (Guadalajara, Mexico), 1901-1902 (Guadalajara, Mexico), 1902-1903 (Guadalajara, Mexico), 1903-1904 (Monterey, Mexico), 1905-1906 (San Antonio, Texas), 1906-1907 (Santa Clara, Cuba)",,AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 181),AR 60 (p. 194),AR 61 (p. 199),,,,,,,,,,,,,,,,,,,,
"Baker, H.W.",M. E. C. S.,Board of Missions,Mantanzas Cuba ,23.0303395,-81.5322149,1898-1899,M,"1899-1900 (Mantanzas, Cuba), 1900-1901 (Mantanzas, Cuba), 1901-1902 (Mantanzas, Cuba), 1902-1903 (Havana, Cuba), 1903-1904 (Havana, Cuba), 1905-1906 (Havana, Cuba), 1906-1907 (Havana, Cuba), 1908-1909 (Santiago, Cuba), 1909-1910 (Santiago, Cuba), 1910-1911 (Santiago, Cuba), 1911-1912 (Santiago, Cuba), 1912-1913 (Santiago, Cuba), 1913-1914 (Cuba Mission ""in United States""), 1914-1915 (Cuba Mission ""in United States""), 1915-1916 (Cuba ""in United States"")",,AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 181),AR 60 (p. 194),AR 61 (p. 199),AR 63 (p. 213),AR 64 (p. 265),AR 65 (p. 235),AR 66 (p. 231),AR 67 (p. 264),AR 68 (p. 230),AR 69 (p. 247),AR 70 (p. 247),,,,,,,,,,,,
"MacDonell, G.N.",M. E. C. S.,Board of Missions,Havana Cuba ,23.1135925,-82.3665956,1898-1899,M,"1899-1900 (Havana, Cuba), 1900-1901 (Havana, Cuba), 1901-1902 (Havana, Cuba), 1902-1903 (Atlanta, Georgia), 1903-1904 (Key West, Florida)",,AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 181),,,,,,,,,,,,,,,,,,,,,,
"Sewell, W.E.",M. E. C. S.,Board of Missions,Cienfuegos Cuba ,22.1599753,-80.4437781,1898-1899,M,"1899-1900 (Santa Clara, Cuba), 1900-1901 (Santa Clara, Cuba), 1901-1902 (Santa Clara, Cuba), 1902-1903 (Santa Clara, Cuba), 1903-1904 (Santa Clara, Cuba), 1905-1906 (Santa Clara, Cuba), 1906-1907 (Cienfuegos, Cuba), 1908-1909 (Cienfuegos, Cuba), 1909-1910 (Cienfuegos, Cuba), 1910-1911 (Cienfuegos, Cuba)",,AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 181),AR 60 (p. 194),AR 61 (p. 199),AR 63 (p. 213),AR 64 (p. 265),AR 65 (p. 235),,,,,,,,,,,,,,,,,
"Fulwood, C.A.",M. E. C. S.,Board of Missions,Matanzas Cuba ,23.0303395,-81.5322149,1898-1899,M,,,AR 53 (p. 181),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leland, T.E.",M. E. C. S.,Board of Missions,Havana Cuba ,23.1135925,-82.3665956,1898-1899,M,"1899-1900 (Havana, Cuba), 1900-1901 (Havana, Cuba), 1901-1902 (Emery, Michigan), 1902-1903 (Havana, Cuba)",,AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),,,,,,,,,,,,,,,,,,,,,,,
"Nichols, C.A.",M. E. C. S.,Board of Missions,Matanzas Cuba ,23.0303395,-81.5322149,1898-1899,M,,,AR 53 (p. 181),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Penny, H.W.",M. E. C. S.,Board of Missions,Matanzas Cuba ,23.0303395,-81.5322149,1898-1899,M,"1899-1900 (Cienfuegos, Cuba), 1900-1901 (Santiago, Cuba), 1901-1902 (Santiago, Cuba), 1902-1903 (Key West, Florida)",,AR 53 (p. 181),AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),,,,,,,,,,,,,,,,,,,,,,,
"Williams, Susie E.",M. E. C. S.,Board of Missions,Shanghai China ,31.230416,121.473701,1898-1899,F,"1899-1900 (Shanghai, China), 1900-1901 (Soochow, China), 1901-1902 (Soochow, China), 1902-1903 (Soochow, China)",,AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),,,,,,,,,,,,,,,,,,,,,,,,
"Churchill, Annie",M. E. C. S.,Board of Missions,Saltillo Mexico ,25.4383234,-100.973678,1898-1899,F,"1899-1900 (Saltillo, Mexico), 1900-1901 (Mexico City, Mexico), 1901-1902 (Mexico City, Mexico), 1902-1903 (Mexico City, Mexico), 1905-1906 (Mexico City, Mexico), 1908-1909 (Laredo, Texas), 1909-1910 (Laredo, Texas), 1910-1911 (Laredo, Texas), 1911-1912 (Laredo, Texas), 1912-1913 (Mexico City, Mexico), 1913-1914 (El Paso, Texas), 1914-1915 (Chihuahua, Mexico), 1915-1916 (Chihuahua, Mexico), 1916-1917 (Matanzas, Cuba), 1917-1918 (Mexico Mission), 1918-1919 (Cienfuegos, Cuba), 1919-1920 (Cienfuegos, Cuba)",,AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),AR 60 (p. 198),AR 63 (p. 218),AR 64 (p. 264),AR 65 (p. 235),AR 66 (p. 231),AR 67 (p. 264),AR 68 (p. 229),AR 69 (p. 246),AR 70 (p. 246),AR 71 (p. 213),AR 72 (p. 249),AR 73 (p. 190),AR 74 (p. 217),,,,,,,,,,,
"Wright, Laura V.",M. E. C. S.,Board of Missions,"Laredo, Texas U.S.A. ",27.5035613,-99.5075519,1898-1899,F,"1899-1900 (Laredo, Texas), 1900-1901 (Guadalajara, Mexico), 1901-1902 (Guadalajara, Mexico), 1902-1903 (Guadalajara, Mexico), 1905-1906 (""At home""), 1908-1909 (Laredo, Texas), 1909-1910 (Laredo, Texas), 1910-1911 (Laredo, Texas), 1911-1912 (Laredo, Texas), 1912-1913 (Laredo, Texas), 1913-1914 (Kansas City, Missouri), 1914-1915 (Mexico), 1915-1916 (Mexico), 1922-1923 (Chihuahua, Mexico), 1923-1924 (Parral, Mexico), 1924-1925 (Parral, Mexico)",,AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),AR 60 (p. 198),AR 63 (p. 218),AR 64 (p. 265),AR 65 (p. 235),AR 66 (p. 231),AR 67 (p. 264),AR 68 (p. 230),AR 69 (p. 246),AR 70 (p. 246),AR 77 (p. 238),AR 78 (p. 297),AR 79 (p. 303),,,,,,,,,,,,
"Smith, Leonora D.",M. E. C. S.,Board of Missions,Piracicaba Brazil ,-22.7344425,-47.6480315,1898-1899,F,"1899-1900 (Piracicaba, Brazil), 1900-1901 (Ribeirão Preto, Brazil), 1901-1902 (Ribeirão Preto, Brazil), 1902-1903 (""At home""), 1905-1906 (Ribeirão Preto, Brazil)",,AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),AR 60 (p. 198),,,,,,,,,,,,,,,,,,,,,,,
"Richardson, Mary",M. E. C. S.,Board of Missions,Shanghai China ,31.230416,121.473701,1898-1899,F,"1899-1900 (Shanghai, China)",,AR 53 (p. 182),AR 54 (p. 184),,,,,,,,,,,,,,,,,,,,,,,,,,
"Hinds, Fannie",M. E. C. S.,Board of Missions,Seoul Korea ,37.5518911,126.9917937,1898-1899,F,"1899-1900 (Seoul, Korea), 1900-1901 (Seoul, Korea), 1901-1902 (Songdo, Korea), 1902-1903 (Songdo, Korea)",,AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),,,,,,,,,,,,,,,,,,,,,,,,
"Pescud, Mary T.",M. E. C. S.,Board of Missions,Juiz de Fora Brazil ,-21.7623932,-43.3434669,1898-1899,F,"1899-1900 (Juiz de Fora, Brazil), 1900-1901 (Porto Alegre, Brazil), 1901-1902 (Porto Alegre, Brazil), 1902-1903 (""At home""), 1905-1906 (Petropolis, Brazil), 1908-1909 (Petropolis, Brazil), 1909-1910 (Petropolis, Brazil), 1910-1911 (Petropolis, Brazil), 1911-1912 (Petropolis, Brazil), 1912-1913 (Petropolis, Brazil), 1913-1914 (Petropolis, Brazil), 1914-1915 (Rio de Janeiro, Brazil), 1915-1916 (Rio de Janeiro, Brazil), 1916-1917 (North Carolina)",,AR 53 (p. 182),AR 54 (p. 184),AR 55 (p. II),AR 57 (p. 191),AR 60 (p. 198),AR 63 (p. 218),AR 64 (p. 263),AR 65 (p. 233),AR 66 (p. 230),AR 67 (p. 263),AR 68 (p. 229),AR 69 (p. 245),AR 70 (p. 245),AR 71 (p. 212),,,,,,,,,,,,,,
"Reed, H.T.",M. E. C. S.,Board of Missions,Shanghai China ,31.230416,121.473701,1899-1900,M,"1900-1901 (Shanghai, China), 1901-1902 (Shanghai, China), 1902-1903 (Shanghai, China), 1903-1904 (Shanghai, China), 1905-1906 (Sung-Kiang, China), 1906-1907 (Sung-Kiang, China), 1908-1909 (Sung-Kiang, China), 1909-1910 (Greenville, Kentucky), 1910-1911 (Chicago, Illinois), 1911-1912 (Chicago, Illinois), 1912-1913 (Chicago, Illinois)",,AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 180),AR 60 (p. 193),AR 61 (p. 199),AR 63 (p. 212),AR 64 (p. 261),AR 65 (p. 230),AR 66 (p. 226),AR 67 (p. 259),,,,,,,,,,,,,,,,
"Shipley, J.A.G.",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1899-1900,M,"1900-1901 (Soochow, China), 1901-1902 (Soochow, China), 1902-1903 (Changshu, China), 1908-1909 (Sung-Kiang, China), 1909-1910 (Sungkiang, China), 1910-1911 (Shanghai, China), 1911-1912 (Shanghai, China), 1912-1913 (Shanghai, China), 1913-1914 (Shanghai, China), 1914-1915 (Shanghai, China ""At home on furlough""), 1915-1916 (Shanghai, China ""At home on furlough""), 1916-1917 (Bedford, Virginia ""At home on furlough""), 1917-1918 (Bedford, Virginia ""At home on furlough""), 1920-1921 (Shanghai, China), 1921-1922 (Shanghai, China), 1922-1923 (Shanghai, China)",,AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 63 (p. 212),AR 64 (p. 261),AR 65 (p. 230),AR 66 (p. 226),AR 67 (p. 259),AR 68 (p. 225),AR 69 (p. 241),AR 70 (p. 241),AR 71 (p. 209),AR 72 (p. 245),AR 75 (p. 201),AR 76 (p. 200),AR 77 (p. 232),,,,,,,,,,,
"Whiteside, Joseph",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1899-1900,M,"1900-1901 (Soochow, China), 1901-1902 (Soochow, China), 1902-1903 (Shanghai, China), 1903-1904 (Shanghai, China), 1905-1906 (Shanghai, China), 1906-1907 (Shanghai, China), 1908-1909 (Shanghai, China), 1910-1911 (Shanghai, China), 1911-1912 (Soochow, China), 1912-1913 (Soochow, China), 1913-1914 (Soochow, China), 1914-1915 (Soochow, China), 1915-1916 (Soochow, China), 1916-1917 (Soochow, China), 1917-1918 (Soochow, China)",,AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 180),AR 60 (p. 193),AR 61 (p. 199),AR 63 (p. 212),AR 64 (p. 261),AR 65 (p. 230),AR 66 (p. 226),AR 67 (p. 259),AR 68 (p. 225),AR 69 (p. 241),AR 70 (p. 241),AR 71 (p. 209),AR 72 (p. 245),,,,,,,,,,,
"Trawick, John D.",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1899-1900,M,"1900-1901 (Soochow, China), 1901-1902 (Soochow, China)",,AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),,,,,,,,,,,,,,,,,,,,,,,,,
"Bonnell, Maud",M. E. C. S.,Board of Missions,Kobé Japan ,34.6900806,135.1956311,1899-1900,F,"1900-1901 (Kobé, Japan), 1901-1902 (Kobé, Japan), 1902-1903 (Pueblo, Colorado), 1903-1904 (Hiroshima, Japan), 1905-1906 (Kobé, Japan), 1906-1907 (Kobé, Japan), 1908-1909 (Kobé, Japan), 1909-1910 (Nashville, Tennessee), 1910-1911 (Muskogee, Oklahoma), 1911-1912 (Kobe, Japan), 1912-1913 (Kobe, Japan), 1913-1914 (Kobe, Japan), 1914-1915 (Kobe, Japan), 1915-1916 (Kobe, Japan), 1916-1917 (Kobe, Japan)",,AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),AR 58 (p. 180),AR 60 (p. 193),AR 61 (p. 199),AR 63 (p. 212),AR 64 (p. 262),AR 65 (p. 232),AR 66 (p. 229),AR 67 (p. 262),AR 68 (p. 227),AR 69 (p. 243),AR 70 (p. 243),AR 71 (p. 211),,,,,,,,,,,,
"Oglesby, W.F.",M. E. C. S.,Board of Missions,"Nogales, Arizona U.S.A. ",31.3403775,-110.9342532,1899-1900,M,"1900-1901 (Nogales, Arizona), 1901-1902 (Guaymas, Mexico), 1902-1903 (Torreon, Mexico)",,AR 54 (p. 183),AR 55 (p. I),AR 56 (p. 223 ),AR 57 (p. 187),,,,,,,,,,,,,,,,,,,,,,,,
